Variable,Term,Beta,StandardError,Z,P,LRT,Wald,LogRank,HR,HRlower,HRupper
ILMN_1683174,ILMN_1683174,-0.320198204,0.117143021,-2.733395487,0.006268501,0.001126439,0.006268501,0.007558378,0.726005126,0.577068498,0.913381071
ILMN_1713505,ILMN_1713505,0.28805318,0.106073777,2.715592751,0.006615724,0.004813167,0.006615724,0.007563727,1.333828236,1.08345217,1.642063961
ILMN_1901455,ILMN_1901455,-0.32684673,0.120688396,-2.708186864,0.006765192,0.001006159,0.006765192,0.007565851,0.721194272,0.56927501,0.913655385
ILMN_1679003,ILMN_1679003,-0.246855862,0.093101315,-2.651475555,0.008014091,0.005661316,0.008014091,0.007570832,0.781253294,0.650944374,0.937648028
ILMN_1719951,ILMN_1719951,0.327871937,0.123412105,2.6567243,0.007890394,0.007406553,0.007890394,0.007573687,1.388011208,1.089793967,1.767834263
ILMN_1839380,ILMN_1839380,-0.247651384,0.093133283,-2.659107215,0.007834803,0.00760795,0.007834803,0.007574144,0.780632037,0.650385989,0.936961108
ILMN_1655980,ILMN_1655980,-0.298878301,0.110907462,-2.694843925,0.007042161,0.001261656,0.007042161,0.007576358,0.741649662,0.596752435,0.921729328
ILMN_1893023,ILMN_1893023,0.358613592,0.134093238,2.674360007,0.007487203,0.00814748,0.007487203,0.007576359,1.431343612,1.100534175,1.861591019
ILMN_1897904,ILMN_1897904,0.265562203,0.09924294,2.675880065,0.007453331,0.010019208,0.007453331,0.007582725,1.304163975,1.073634494,1.584192463
ILMN_1785902,ILMN_1785902,0.27088348,0.102019531,2.655211975,0.007925859,0.007724644,0.007925859,0.007585171,1.311122289,1.073504869,1.601335687
ILMN_1772728,ILMN_1772728,-0.394015357,0.147200533,-2.676725075,0.007434561,0.00028511,0.007434561,0.007592144,0.6743437,0.505340359,0.899867621
ILMN_1796349,ILMN_1796349,0.307979331,0.115890505,2.657502713,0.007872196,0.008030994,0.007872196,0.007602732,1.360672865,1.084195368,1.707654082
ILMN_1819038,ILMN_1819038,0.275729619,0.103732761,2.658076539,0.007858804,0.00737495,0.007858804,0.00760931,1.317491591,1.075103722,1.614527097
ILMN_1882269,ILMN_1882269,-0.247831872,0.090311371,-2.744193457,0.006065978,0.003000399,0.006065978,0.007615709,0.780491154,0.653875112,0.931625063
ILMN_1822482,ILMN_1822482,-0.462086592,0.167191398,-2.763817979,0.00571294,0.000191535,0.00571294,0.007616447,0.629967788,0.453946599,0.874242508
ILMN_1758895,ILMN_1758895,0.322902854,0.120162015,2.68722902,0.007204753,0.007509783,0.007204753,0.007620732,1.381131173,1.091321811,1.747901763
ILMN_1761016,ILMN_1761016,-0.290473266,0.107297323,-2.707180919,0.006785727,0.002904014,0.006785727,0.007621463,0.747909524,0.606062505,0.92295539
ILMN_1698557,ILMN_1698557,0.288424637,0.10664644,2.704493821,0.006840854,0.006995559,0.006840854,0.007629605,1.334323787,1.082638867,1.644518798
ILMN_1701875,ILMN_1701875,0.290119399,0.107144468,2.707740341,0.0067743,0.00495677,0.0067743,0.007632737,1.336587066,1.083417178,1.648916982
ILMN_1695583,ILMN_1695583,-0.293629016,0.109319163,-2.685979362,0.007231756,0.005837997,0.007231756,0.007645803,0.745553028,0.601763577,0.9237005
ILMN_1834900,ILMN_1834900,-0.29990466,0.110457743,-2.715107622,0.006625424,0.006143141,0.006625424,0.007650683,0.740888854,0.596665957,0.919972536
ILMN_1900295,ILMN_1900295,0.319385777,0.119505021,2.672572028,0.007527221,0.009654672,0.007527221,0.007658725,1.37628216,1.088891536,1.739523654
ILMN_1659737,ILMN_1659737,-0.328646781,0.123327299,-2.664834013,0.007702633,0.001260852,0.007702633,0.007660308,0.719897253,0.565319712,0.916741525
ILMN_1863398,ILMN_1863398,-0.310519447,0.116683268,-2.661216565,0.007785886,0.005610592,0.007785886,0.007666734,0.733066069,0.58320621,0.921433709
ILMN_1661389,ILMN_1661389,-0.272880571,0.101719664,-2.682672746,0.007303642,0.006260638,0.007303642,0.007672642,0.76118369,0.623599185,0.929123424
ILMN_1906957,ILMN_1906957,-0.3813298,0.142963552,-2.667321804,0.007645842,0.00045721,0.007645842,0.007679915,0.682952615,0.516059498,0.903818795
ILMN_1666118,ILMN_1666118,-0.41677457,0.153565395,-2.713987551,0.006647866,0.005318234,0.006647866,0.007680862,0.6591695,0.487845163,0.890660527
ILMN_1759913,ILMN_1759913,-0.276687387,0.103812736,-2.665254735,0.007693002,0.006411975,0.007693002,0.007703725,0.758291512,0.618686491,0.929398048
ILMN_1817962,ILMN_1817962,-0.321555006,0.120114299,-2.677075155,0.007426797,0.005993588,0.007426797,0.007711748,0.725020749,0.572939756,0.917470084
ILMN_1752335,ILMN_1752335,0.298760052,0.111278253,2.684801781,0.007257283,0.010577465,0.007257283,0.007715185,1.348186089,1.084000846,1.676756746
ILMN_1709961,ILMN_1709961,0.283065909,0.106543839,2.656802226,0.007888571,0.008433743,0.007888571,0.007723497,1.327192633,1.077069386,1.635400938
ILMN_1865754,ILMN_1865754,-0.346473443,0.132632675,-2.612278174,0.008994104,0.000662445,0.008994104,0.007736632,0.707177599,0.545294802,0.917118879
ILMN_1823477,ILMN_1823477,-0.411997988,0.151702998,-2.715819689,0.006611191,0.000281979,0.006611191,0.007739483,0.662325609,0.491973513,0.891664288
ILMN_1846861,ILMN_1846861,-0.275813418,0.103531918,-2.664042378,0.007720784,0.004288793,0.007720784,0.007745741,0.758954525,0.619568352,0.929698827
ILMN_1837645,ILMN_1837645,0.286030918,0.10721034,2.667941513,0.007631754,0.008973859,0.007631754,0.007757455,1.331133611,1.078857393,1.642401211
ILMN_1860076,ILMN_1860076,-0.270989737,0.101752784,-2.663216919,0.00773975,0.0067361,0.00773975,0.007766852,0.762624323,0.624738867,0.930942333
ILMN_1740739,ILMN_1740739,-0.278672127,0.104323826,-2.671222265,0.007557559,0.009715952,0.007557559,0.007779042,0.756787993,0.616841566,0.928484878
ILMN_1809012,ILMN_1809012,-0.904798565,0.323182096,-2.799655604,0.005115715,1.32E-05,0.005115715,0.007782001,0.404623382,0.214762216,0.762331867
ILMN_1862770,ILMN_1862770,-0.272286375,0.100973918,-2.696601066,0.007005114,0.003334696,0.007005114,0.007801785,0.761636116,0.624882518,0.928317815
ILMN_1827083,ILMN_1827083,-0.28390005,0.106359761,-2.669243009,0.007602243,0.006235783,0.007602243,0.00780522,0.752841888,0.611181474,0.92733653
ILMN_1772277,ILMN_1772277,0.342647507,0.128495026,2.666620777,0.007661807,0.006501808,0.007661807,0.007810176,1.408672127,1.095052035,1.812112207
ILMN_1779373,ILMN_1779373,0.348672036,0.131343918,2.654649266,0.007939091,0.012195923,0.007939091,0.007811897,1.417184329,1.095534845,1.833270235
ILMN_1670609,ILMN_1670609,0.27165738,0.101972082,2.664036817,0.007720911,0.002174275,0.007720911,0.007813739,1.31213736,1.074435892,1.602426412
ILMN_1697884,ILMN_1697884,0.269868971,0.101111663,2.669019213,0.00760731,0.008128083,0.00760731,0.007817227,1.309792819,1.074326285,1.596867965
ILMN_1761788,ILMN_1761788,0.397268977,0.150848659,2.633559877,0.008449494,0.012849435,0.008449494,0.007822879,1.487756048,1.106952825,1.999559519
ILMN_1711311,ILMN_1711311,0.271383377,0.101641772,2.669998474,0.007585159,0.010036077,0.007585159,0.007826112,1.31177788,1.074837152,1.600950621
ILMN_1886702,ILMN_1886702,-0.382448448,0.150481847,-2.541492251,0.011038039,0.000569154,0.011038039,0.007833474,0.682189058,0.507942286,0.916210216
ILMN_1857775,ILMN_1857775,-0.323121293,0.119361722,-2.707076335,0.006787865,0.000778416,0.006787865,0.007834058,0.723886047,0.57288747,0.914684011
ILMN_1746309,ILMN_1746309,-0.263154313,0.098602507,-2.668839977,0.00761137,0.005119365,0.00761137,0.007849032,0.76862328,0.633552965,0.932489908
ILMN_1655884,ILMN_1655884,0.269181945,0.101048079,2.663899675,0.007724059,0.006785493,0.007724059,0.007852026,1.308893266,1.073722249,1.595572396
ILMN_1915306,ILMN_1915306,-0.760494324,0.219944848,-3.457659178,0.00054489,1.39E-05,0.00054489,0.007853928,0.467435306,0.303741489,0.719347777
ILMN_1826461,ILMN_1826461,-0.268272069,0.100314902,-2.674299255,0.007488559,0.006637693,0.007488559,0.007859476,0.764699702,0.628206927,0.930848752
ILMN_1706865,ILMN_1706865,-0.301819028,0.110483767,-2.731795245,0.006299027,0.000877611,0.006299027,0.007876195,0.739471876,0.595494437,0.918259889
ILMN_1661476,ILMN_1661476,0.259575152,0.098082035,2.64651067,0.008132694,0.008741072,0.008132694,0.007878156,1.296379205,1.06965685,1.571157184
ILMN_1718936,ILMN_1718936,0.289239556,0.108816265,2.658054425,0.00785932,0.009937593,0.00785932,0.007883106,1.335411596,1.078923295,1.652873878
ILMN_1781943,ILMN_1781943,0.259242332,0.098188652,2.64024739,0.008284553,0.011579314,0.008284553,0.007889046,1.295947817,1.069077482,1.570962602
ILMN_1789702,ILMN_1789702,0.301333465,0.113585967,2.652911026,0.00798009,0.007331579,0.00798009,0.00789176,1.351659997,1.081889511,1.688698088
ILMN_1890575,ILMN_1890575,-0.248918605,0.091077119,-2.733053117,0.006275021,0.004388646,0.006275021,0.007898199,0.77964343,0.65218535,0.932010935
ILMN_1705353,ILMN_1705353,-0.286352346,0.106299618,-2.693822899,0.007063769,0.001148043,0.007063769,0.007899167,0.750997958,0.609756385,0.924956174
ILMN_1916513,ILMN_1916513,-0.314133736,0.122219239,-2.570247842,0.010162578,0.000911577,0.010162578,0.007902485,0.730421338,0.574831087,0.928125397
ILMN_1904397,ILMN_1904397,-0.294073987,0.108042059,-2.721847309,0.006491813,0.002367582,0.006491813,0.007909437,0.745221353,0.603003348,0.920981396
ILMN_1859942,ILMN_1859942,-0.313852809,0.119100458,-2.635193968,0.008408922,0.001240059,0.008408922,0.007932761,0.730626562,0.578518115,0.922728534
ILMN_1688100,ILMN_1688100,0.263434965,0.100115881,2.631300464,0.00850588,0.016477942,0.00850588,0.007934212,1.301392657,1.069521598,1.583533096
ILMN_1651217,ILMN_1651217,0.274123073,0.099310839,2.760253316,0.005775656,0.012966598,0.005775656,0.007936646,1.31537668,1.082721095,1.598025398
ILMN_1893965,ILMN_1893965,-0.248244222,0.091739615,-2.70596538,0.006810615,0.004096503,0.006810615,0.007938246,0.780169386,0.651778458,0.933851469
ILMN_1854048,ILMN_1854048,-0.329562086,0.124546876,-2.646088743,0.008142845,0.007828429,0.008142845,0.007941717,0.719238629,0.563454059,0.918094736
ILMN_1680973,ILMN_1680973,0.301096611,0.114452541,2.630755142,0.008519539,0.014371988,0.008519539,0.007944446,1.351339889,1.079797747,1.691168092
ILMN_1878613,ILMN_1878613,-0.314272988,0.117171814,-2.682155181,0.007314952,0.001529625,0.007314952,0.00794947,0.730319633,0.580465145,0.91886097
ILMN_1704617,ILMN_1704617,-0.301832122,0.115209867,-2.619846123,0.008796945,0.001302167,0.008796945,0.00795016,0.739462194,0.589996124,0.926793098
ILMN_1877235,ILMN_1877235,-0.297030476,0.111561494,-2.662482063,0.00775667,0.004706337,0.00775667,0.007969615,0.743021368,0.597090261,0.924618586
ILMN_1823358,ILMN_1823358,-0.279569135,0.104432263,-2.677037993,0.007427621,0.007193061,0.007427621,0.007973701,0.756109453,0.616157536,0.92784957
ILMN_1674228,ILMN_1674228,0.271944381,0.10421921,2.609349856,0.009071444,0.019873295,0.009071444,0.007973939,1.312513998,1.070021223,1.609961521
ILMN_1781580,ILMN_1781580,0.238421105,0.09002682,2.648334187,0.008088952,0.004247109,0.008088952,0.007976866,1.269243566,1.06393232,1.514174537
ILMN_1672006,ILMN_1672006,0.245947476,0.092923046,2.64678664,0.008126061,0.007088505,0.008126061,0.007977169,1.278832403,1.065902281,1.53429854
ILMN_1708145,ILMN_1708145,-0.36251835,0.135446583,-2.676467293,0.007440283,0.001095405,0.007440283,0.007979741,0.695921543,0.533664041,0.907512512
ILMN_1686461,ILMN_1686461,0.273216621,0.103143994,2.648885412,0.008075771,0.012433337,0.008075771,0.007980681,1.314184894,1.073643611,1.608617532
ILMN_1798108,ILMN_1798108,0.257201071,0.097399655,2.640677442,0.008274045,0.009823318,0.008274045,0.007980875,1.293305147,1.068548575,1.565336608
ILMN_1786211,ILMN_1786211,0.325291024,0.121527677,2.676682641,0.007435503,0.003969443,0.007435503,0.007984428,1.384433491,1.091007033,1.756777026
ILMN_1884695,ILMN_1884695,0.294878381,0.111187893,2.652072757,0.00799993,0.008106665,0.00799993,0.007987014,1.342963019,1.079992521,1.669964964
ILMN_1788841,ILMN_1788841,0.651978408,0.245049091,2.660603252,0.007800081,0.02120944,0.007800081,0.007987652,1.919334302,1.187310916,3.102678593
ILMN_1853290,ILMN_1853290,0.304820205,0.115338908,2.64282202,0.008221824,0.008616642,0.008221824,0.007993319,1.356381111,1.081944732,1.700428556
ILMN_1895223,ILMN_1895223,0.267617458,0.098301664,2.722410255,0.006480763,0.012806564,0.006480763,0.007997624,1.30684712,1.077829975,1.584525793
ILMN_1777913,ILMN_1777913,0.299037428,0.113225151,2.641086592,0.008264059,0.008955869,0.008264059,0.008004557,1.348560097,1.080171916,1.683634158
ILMN_1915974,ILMN_1915974,0.241872918,0.090839806,2.662631378,0.00775323,0.010982098,0.00775323,0.008015002,1.273632327,1.065911359,1.521833209
ILMN_1693352,ILMN_1693352,0.265945258,0.100802996,2.638267404,0.008333084,0.004647195,0.008333084,0.008018359,1.304663637,1.070766789,1.589652596
ILMN_1679433,ILMN_1679433,-0.286355094,0.107490024,-2.664015546,0.007721399,0.001263388,0.007721399,0.008026353,0.750995894,0.608333718,0.927114208
ILMN_1739812,ILMN_1739812,-0.268032595,0.101364517,-2.644244778,0.008187342,0.009520192,0.008187342,0.008039299,0.764882849,0.627066052,0.932989071
ILMN_1688479,ILMN_1688479,0.274734669,0.103432792,2.656166039,0.007903469,0.005001877,0.007903469,0.008040953,1.316181404,1.074666222,1.611973516
ILMN_1833695,ILMN_1833695,-0.370070445,0.141538264,-2.614631803,0.008932369,0.000747588,0.008932369,0.008045739,0.690685673,0.523362811,0.911502861
ILMN_1860117,ILMN_1860117,-0.246555687,0.093343592,-2.641377767,0.00825696,0.00595589,0.00825696,0.008046997,0.781487841,0.650830678,0.938375012
ILMN_1735502,ILMN_1735502,-0.246590127,0.093608668,-2.634265936,0.008431942,0.008706614,0.008431942,0.008047793,0.781460928,0.650470231,0.93883033
ILMN_1741339,ILMN_1741339,-0.286496983,0.108554343,-2.639203336,0.008310112,0.008256858,0.008310112,0.008058762,0.750889344,0.60697991,0.928918399
ILMN_1831885,ILMN_1831885,-0.399217877,0.152098403,-2.624734177,0.008671664,0.000473582,0.008671664,0.008060187,0.670844524,0.497915314,0.903833168
ILMN_1758371,ILMN_1758371,0.277889478,0.105185095,2.641909279,0.008244013,0.016415686,0.008244013,0.008062381,1.320340262,1.074365742,1.622630301
ILMN_1899865,ILMN_1899865,-0.301623526,0.114955259,-2.623834071,0.008694613,0.00127127,0.008694613,0.00807502,0.739616459,0.590413763,0.926523974
ILMN_1871671,ILMN_1871671,-0.262845909,0.099533539,-2.64077729,0.008271607,0.00940806,0.008271607,0.008076874,0.768860362,0.632592983,0.934481212
ILMN_1790751,ILMN_1790751,-0.275790049,0.106921705,-2.5793645,0.009898228,0.001578519,0.009898228,0.008079954,0.758972261,0.615480055,0.935918051
ILMN_1814122,ILMN_1814122,0.271316838,0.102012709,2.6596376,0.007822477,0.0067707,0.007822477,0.008080423,1.311690597,1.07398454,1.602008371
ILMN_1745954,ILMN_1745954,0.246110731,0.091313287,2.695234595,0.007033909,0.007319645,0.007033909,0.008084875,1.279041195,1.069445165,1.529715064
ILMN_1718968,ILMN_1718968,0.327573949,0.124779183,2.625229155,0.008659067,0.015680428,0.008659067,0.008086321,1.387597658,1.086554026,1.772049263
ILMN_1790052,ILMN_1790052,0.288063832,0.109816761,2.623131757,0.008712557,0.014400648,0.008712557,0.008090355,1.333842444,1.075544383,1.654172242
ILMN_1703679,ILMN_1703679,-0.282148991,0.103736126,-2.719872064,0.006530718,0.002123809,0.006530718,0.008092423,0.754161313,0.615409079,0.924197098
ILMN_1843784,ILMN_1843784,-0.293277896,0.109929554,-2.66787125,0.00763335,0.001329907,0.00763335,0.008097208,0.745814853,0.601255167,0.925131
ILMN_1739744,ILMN_1739744,-0.273021564,0.105221049,-2.594742836,0.009466172,0.002550511,0.009466172,0.008105484,0.761076376,0.619247015,0.935389652
ILMN_1752750,ILMN_1752750,-0.332830752,0.128481059,-2.590504424,0.009583539,0.000750029,0.009583539,0.008106015,0.716891516,0.55730144,0.922182161
ILMN_1699049,ILMN_1699049,0.267008869,0.100810763,2.648614705,0.008082242,0.008073649,0.008082242,0.008113856,1.306052029,1.071889956,1.591368492
ILMN_1674440,ILMN_1674440,0.33602233,0.126584697,2.654525683,0.007941999,0.01017803,0.007941999,0.008114351,1.399370272,1.09190173,1.793418863
ILMN_1801121,ILMN_1801121,0.273504953,0.102914487,2.657594286,0.007870057,0.007154144,0.007870057,0.008115601,1.31456387,1.074436421,1.608357771
ILMN_1686156,ILMN_1686156,0.317737358,0.117821844,2.696761033,0.00700175,0.004706033,0.00700175,0.008118175,1.37401534,1.090690287,1.730938816
ILMN_1655595,ILMN_1655595,0.326964161,0.124146103,2.633704588,0.008445894,0.01004644,0.008445894,0.008118303,1.386751777,1.087239886,1.76877294
ILMN_1678629,ILMN_1678629,0.320458817,0.120302283,2.663780007,0.007726808,0.004527815,0.007726808,0.008120628,1.377759759,1.088358583,1.744114469
ILMN_1772809,ILMN_1772809,0.256800517,0.096148568,2.670871997,0.007565449,0.008586506,0.007565449,0.008126079,1.292787211,1.070742986,1.560877629
ILMN_1830122,ILMN_1830122,-0.254403322,0.095746729,-2.657044508,0.007882903,0.003512461,0.007882903,0.008130904,0.775379012,0.642708846,0.935435409
ILMN_1800697,ILMN_1800697,0.352914614,0.133387717,2.645780445,0.00815027,0.009199903,0.00815027,0.00813408,1.423209617,1.095794304,1.848454227
ILMN_1691776,ILMN_1691776,0.297316563,0.11147081,2.667214523,0.007648284,0.003014178,0.007648284,0.008139982,1.346241402,1.082028792,1.674970135
ILMN_1692779,ILMN_1692779,-0.297245582,0.112659217,-2.638448855,0.008328626,0.006791498,0.008328626,0.008140936,0.742861557,0.595678856,0.926410744
ILMN_1736539,ILMN_1736539,0.277276493,0.106290742,2.608660798,0.009089729,0.017111007,0.009089729,0.008142874,1.319531162,1.071383138,1.625153902
ILMN_1913590,ILMN_1913590,0.22955281,0.086424873,2.656096601,0.007905097,0.010785461,0.007905097,0.008149745,1.258037303,1.062009823,1.490247849
ILMN_1856818,ILMN_1856818,-0.290514438,0.109880044,-2.643923566,0.008195116,0.006405878,0.008195116,0.008155191,0.747878731,0.602977518,0.92760108
ILMN_1915996,ILMN_1915996,-0.280453075,0.106062209,-2.644231885,0.008187654,0.001684842,0.008187654,0.008156257,0.755441392,0.613649607,0.929996027
ILMN_1880431,ILMN_1880431,-0.308269427,0.113009858,-2.727810069,0.006375631,0.001006302,0.006375631,0.008158787,0.734717338,0.588743498,0.916884126
ILMN_1718124,ILMN_1718124,-0.313183059,0.123093057,-2.544278835,0.010950363,0.000780666,0.010950363,0.008159141,0.731116063,0.574393248,0.930600594
ILMN_1911846,ILMN_1911846,-0.337225073,0.131469456,-2.565045012,0.010316242,0.000529509,0.010316242,0.008166015,0.713748176,0.551617464,0.923532144
ILMN_1820606,ILMN_1820606,-0.264848809,0.099857076,-2.652278826,0.007995049,0.00573005,0.007995049,0.00817213,0.767321954,0.630927019,0.933202989
ILMN_1717868,ILMN_1717868,0.236824609,0.08952854,2.645241492,0.008163263,0.006504822,0.008163263,0.008172333,1.26721884,1.063273009,1.510283413
ILMN_1870484,ILMN_1870484,-0.327427568,0.122692581,-2.668682697,0.007614935,0.000997656,0.007614935,0.008175454,0.720775497,0.566713946,0.91671878
ILMN_1778242,ILMN_1778242,0.263842147,0.096688549,2.728783798,0.006356837,0.002857039,0.006356837,0.008177223,1.301922667,1.077168751,1.573572042
ILMN_1712708,ILMN_1712708,0.26205975,0.099139409,2.643345892,0.008209113,0.009351831,0.008209113,0.008179365,1.299604191,1.070097835,1.578333307
ILMN_1688702,ILMN_1688702,0.283131994,0.104466676,2.710261347,0.006723021,0.00251114,0.006723021,0.008183733,1.327280343,1.081534722,1.628864126
ILMN_1795312,ILMN_1795312,-0.30395763,0.114974863,-2.643687679,0.008200829,0.007134798,0.008200829,0.008185343,0.737892131,0.589014651,0.92439941
ILMN_1761580,ILMN_1761580,-0.287431502,0.108839527,-2.640874233,0.008269241,0.007603568,0.008269241,0.008196296,0.750187951,0.606074081,0.928569593
ILMN_1858125,ILMN_1858125,-0.377748045,0.141782125,-2.664285403,0.007715207,0.00040332,0.007715207,0.008199852,0.685403169,0.519111853,0.904963935
ILMN_1772743,ILMN_1772743,0.296453416,0.112234242,2.64138119,0.008256876,0.007884769,0.008256876,0.008212786,1.345079899,1.079478812,1.676030982
ILMN_1887214,ILMN_1887214,-0.257970851,0.097260491,-2.652370432,0.00799288,0.009299374,0.00799288,0.008222739,0.772617753,0.63852279,0.934873745
ILMN_1916905,ILMN_1916905,-0.272637217,0.103402732,-2.636653905,0.008372821,0.004993685,0.008372821,0.008227586,0.761368949,0.621696749,0.932420313
ILMN_1893508,ILMN_1893508,-0.296634447,0.112496799,-2.636825676,0.008368583,0.008434992,0.008368583,0.008232912,0.743315684,0.596232778,0.926682038
ILMN_1859946,ILMN_1859946,0.253962977,0.0939192,2.704058129,0.006849831,0.003995879,0.006849831,0.008236724,1.289124076,1.072384557,1.549668794
ILMN_1815121,ILMN_1815121,0.325732467,0.124268029,2.621208919,0.008761855,0.012157704,0.008761855,0.008238116,1.385044775,1.085642096,1.767017911
ILMN_1669832,ILMN_1669832,0.264640353,0.100006222,2.646238886,0.008139232,0.00700473,0.008139232,0.008246306,1.302962285,1.071041736,1.585102297
ILMN_1902222,ILMN_1902222,-0.257155206,0.097562278,-2.635805671,0.008393779,0.00970928,0.008393779,0.00824778,0.773248191,0.638665933,0.936190166
ILMN_1655250,ILMN_1655250,-0.258627024,0.097506263,-2.652414481,0.007991837,0.0066443,0.007991837,0.008248351,0.772110948,0.637796643,0.934710652
ILMN_1853344,ILMN_1853344,-0.252980521,0.09594759,-2.636653192,0.008372838,0.007981335,0.008372838,0.008253414,0.776483007,0.643370611,0.937136154
ILMN_1672928,ILMN_1672928,0.26666649,0.101045206,2.639081071,0.00831311,0.007195615,0.00831311,0.008259481,1.305604941,1.071030775,1.591554886
ILMN_1745737,ILMN_1745737,-0.274956759,0.104351173,-2.63491776,0.008415767,0.007554586,0.008415767,0.008260742,0.759604968,0.619104438,0.931990909
ILMN_1717855,ILMN_1717855,0.277267072,0.104395108,2.655939328,0.007908784,0.003465085,0.007908784,0.008261863,1.31951873,1.075361002,1.619111793
ILMN_1896634,ILMN_1896634,-0.450305945,0.170405009,-2.642562849,0.008228119,0.000143109,0.008228119,0.008267635,0.637433102,0.456442007,0.890191861
ILMN_1887909,ILMN_1887909,-0.435100924,0.162300164,-2.680840949,0.007343741,0.000219124,0.007343741,0.008269362,0.647199346,0.470855795,0.889586573
ILMN_1768784,ILMN_1768784,0.258312407,0.096836968,2.667497885,0.007641837,0.001920969,0.007641837,0.008272024,1.294743242,1.070917157,1.565349899
ILMN_1836785,ILMN_1836785,-0.316727999,0.14003369,-2.26179857,0.023709851,0.000565037,0.023709851,0.008272286,0.728528889,0.553668588,0.958613786
ILMN_1854472,ILMN_1854472,-0.32373374,0.124240741,-2.605697116,0.00916875,0.000711713,0.00916875,0.008278556,0.723442841,0.567087812,0.922907411
ILMN_1796927,ILMN_1796927,0.281009121,0.105430422,2.665351385,0.007690792,0.0067855,0.007690792,0.00827951,1.324465684,1.077204534,1.628483071
ILMN_1703074,ILMN_1703074,0.259787838,0.097545763,2.663240619,0.007739205,0.006111721,0.007739205,0.008285568,1.296654956,1.071009494,1.569840496
ILMN_1880884,ILMN_1880884,0.283328602,0.107745133,2.629618569,0.008548072,0.009577532,0.008548072,0.008288396,1.327541323,1.074818728,1.639686692
ILMN_1911083,ILMN_1911083,-0.293543439,0.110986726,-2.644851776,0.008172671,0.008537151,0.008172671,0.008289162,0.745616833,0.599851338,0.926803738
ILMN_1844132,ILMN_1844132,-0.370737167,0.144913666,-2.558331299,0.010517584,0.000419298,0.010517584,0.008296933,0.690225332,0.519565324,0.916941503
ILMN_1766134,ILMN_1766134,-0.314756831,0.119503124,-2.633879509,0.008441544,0.001214547,0.008441544,0.008309005,0.729966358,0.577539379,0.922622601
ILMN_1653517,ILMN_1653517,0.242382312,0.090809224,2.669137585,0.007604629,0.006280108,0.007604629,0.008319147,1.274281273,1.066518392,1.522517356
ILMN_1755364,ILMN_1755364,0.250085994,0.094584473,2.644049135,0.008192076,0.005690806,0.008192076,0.00832516,1.28413584,1.066843014,1.545686509
ILMN_1726666,ILMN_1726666,0.284692907,0.10772426,2.642792882,0.008222532,0.010693533,0.008222532,0.008326566,1.32935373,1.076330141,1.641858081
ILMN_1663631,ILMN_1663631,0.312226543,0.117277271,2.662293729,0.007761012,0.001746081,0.007761012,0.00832702,1.366464221,1.085854588,1.719589794
ILMN_1756937,ILMN_1756937,0.161385461,0.065524592,2.462975428,0.013778936,0.046869559,0.013778936,0.008327193,1.175137851,1.033508805,1.336175331
ILMN_1703720,ILMN_1703720,0.273207456,0.103691751,2.634804166,0.008418584,0.005011775,0.008418584,0.008333156,1.31417285,1.072481755,1.610330686
ILMN_1915480,ILMN_1915480,-0.281124825,0.106654971,-2.63583425,0.008393072,0.009582844,0.008393072,0.008342232,0.754934095,0.612525487,0.930451875
ILMN_1839328,ILMN_1839328,0.270585143,0.102675161,2.635351538,0.008405019,0.01073793,0.008405019,0.008346716,1.310731192,1.071806482,1.602916465
ILMN_1819336,ILMN_1819336,-0.332678982,0.131121317,-2.537184567,0.011174802,0.000537916,0.011174802,0.008351074,0.717000327,0.554509111,0.927107344
ILMN_1671585,ILMN_1671585,-0.260444651,0.100209224,-2.59900875,0.009349339,0.002017302,0.009349339,0.008351451,0.770708813,0.633274614,0.937969187
ILMN_1888676,ILMN_1888676,-0.371145399,0.139421963,-2.662029655,0.007767104,0.000585561,0.007767104,0.008354356,0.689943617,0.524973536,0.906754649
ILMN_1781762,ILMN_1781762,-0.340226777,0.132558718,-2.56661185,0.01026975,0.001165769,0.01026975,0.008357648,0.711608928,0.548791281,0.922731982
ILMN_1879009,ILMN_1879009,-0.392300415,0.152191862,-2.577670119,0.009946891,0.000465186,0.009946891,0.008359031,0.675501153,0.501279733,0.910273799
ILMN_1838946,ILMN_1838946,-0.335657878,0.126382704,-2.6558846,0.007910068,0.001228886,0.007910068,0.008363577,0.714867636,0.558018353,0.915804533
ILMN_1682270,ILMN_1682270,-0.584359229,0.222947211,-2.621065431,0.008765544,0.005090003,0.008765544,0.008375662,0.557462954,0.360116484,0.862956734
ILMN_1908357,ILMN_1908357,0.168087403,0.064577458,2.602880453,0.009244418,0.022387028,0.009244418,0.008380057,1.183040007,1.042391832,1.342665603
ILMN_1868721,ILMN_1868721,-0.424748789,0.161485661,-2.630256985,0.008532035,0.000280873,0.008532035,0.008382914,0.65393404,0.476515576,0.897409761
ILMN_1865054,ILMN_1865054,-0.447903606,0.170246902,-2.630906051,0.008515757,0.000243902,0.008515757,0.008386504,0.638966274,0.45768166,0.892056499
ILMN_1889404,ILMN_1889404,-0.303604986,0.11379027,-2.668110265,0.007627922,0.003309998,0.007627922,0.008388728,0.738152389,0.590592023,0.92258095
ILMN_1830367,ILMN_1830367,-0.267869899,0.101562668,-2.637483879,0.00835236,0.00260723,0.00835236,0.00838982,0.765007303,0.626924556,0.933503349
