Variable,Term,Beta,StandardError,Z,P,LRT,Wald,LogRank,HR,HRlower,HRupper
ILMN_1741003,ILMN_1741003,0.344237145,0.108952291,3.159521855,0.001580282,0.001722386,0.001580282,0.001496218,1.410913187,1.139619664,1.746789815
ILMN_1881671,ILMN_1881671,-0.351440107,0.10957835,-3.207203853,0.00134032,0.00077905,0.00134032,0.00150354,0.703673994,0.567673002,0.872257599
ILMN_1716276,ILMN_1716276,0.417908946,0.132465306,3.154855864,0.001605774,0.003676786,0.001605774,0.001505789,1.518782377,1.17149618,1.969020428
ILMN_1755674,ILMN_1755674,-0.409273817,0.12494638,-3.275595643,0.001054394,0.000340241,0.001054394,0.001506529,0.664132357,0.519876383,0.848416666
ILMN_1750510,ILMN_1750510,0.262187507,0.082281904,3.186454048,0.001440284,0.00370418,0.001440284,0.001508734,1.299770235,1.106185862,1.527232197
ILMN_1676924,ILMN_1676924,0.328220197,0.104167017,3.150903304,0.001627664,0.002398138,0.001627664,0.001518989,1.388494681,1.13207994,1.702987052
ILMN_1671703,ILMN_1671703,0.321154084,0.100618464,3.191800687,0.001413889,0.001672689,0.001413889,0.001523878,1.378718002,1.131954197,1.679275835
ILMN_1718610,ILMN_1718610,0.336689893,0.10103931,3.332266346,0.000861418,0.00044704,0.000861418,0.001524098,1.400304752,1.148729425,1.706975861
ILMN_1787347,ILMN_1787347,-0.400123235,0.127171759,-3.146321474,0.001653382,0.000408206,0.001653382,0.001525282,0.670237444,0.522372,0.859958482
ILMN_1659156,ILMN_1659156,-0.419208349,0.132184714,-3.171382964,0.00151715,0.001308796,0.00151715,0.001525903,0.657567177,0.507486267,0.852032105
ILMN_1810871,ILMN_1810871,0.315813622,0.099936684,3.160137077,0.001576949,0.001631481,0.001576949,0.001527398,1.371374638,1.127430692,1.668101118
ILMN_1694888,ILMN_1694888,0.391063014,0.123112129,3.176478358,0.001490749,0.000848325,0.001490749,0.001529676,1.47855168,1.161564351,1.882043874
ILMN_1716872,ILMN_1716872,-0.381176487,0.12090989,-3.152566649,0.001618419,0.001769913,0.001618419,0.001535366,0.683057328,0.538937583,0.865716789
ILMN_1915065,ILMN_1915065,0.354337231,0.111543382,3.176676414,0.001489732,0.001735942,0.001489732,0.001535511,1.425235739,1.145356817,1.773505759
ILMN_1796879,ILMN_1796879,0.359644481,0.107608119,3.342168629,0.000831265,0.000221912,0.000831265,0.001537418,1.432819929,1.160367125,1.769244322
ILMN_1824666,ILMN_1824666,0.374814653,0.11921238,3.144091687,0.001666032,0.002462511,0.001666032,0.00153771,1.454721762,1.151611979,1.837611489
ILMN_1713934,ILMN_1713934,0.314473212,0.099956083,3.146113784,0.001654556,0.000707113,0.001654556,0.001538248,1.369537664,1.125877676,1.665930015
ILMN_1801097,ILMN_1801097,0.314479138,0.098601868,3.189383155,0.001425768,0.002496198,0.001425768,0.001541882,1.369545781,1.128876655,1.661523993
ILMN_1763035,ILMN_1763035,0.324738265,0.10300196,3.152738685,0.001617465,0.001663499,0.001617465,0.001547235,1.383668444,1.130723996,1.693196897
ILMN_1693766,ILMN_1693766,0.342259798,0.108878185,3.14351125,0.00166934,0.000995129,0.00166934,0.001548249,1.408126079,1.137533677,1.743086023
ILMN_1863644,ILMN_1863644,-0.502465882,0.141909069,-3.540759493,0.000398977,1.39E-05,0.000398977,0.001551955,0.605036869,0.458129884,0.799052028
ILMN_1669718,ILMN_1669718,-0.345491884,0.109064578,-3.167773553,0.001536111,0.001413069,0.001536111,0.00155539,0.707872077,0.571635043,0.876578305
ILMN_1903455,ILMN_1903455,0.302821918,0.095552933,3.169153561,0.001528836,0.003134571,0.001528836,0.001562805,1.353673379,1.122481221,1.632483094
ILMN_1691575,ILMN_1691575,0.348825294,0.11030636,3.162331646,0.001565112,0.000857108,0.001565112,0.001564536,1.41740154,1.141826074,1.759486117
ILMN_1877649,ILMN_1877649,-0.313152193,0.095787684,-3.269232316,0.001078397,0.000445653,0.001078397,0.001567567,0.73113863,0.605989509,0.882133581
ILMN_1752270,ILMN_1752270,0.315375034,0.100444138,3.139805265,0.001690602,0.003112899,0.001690602,0.001568918,1.370773301,1.125816039,1.669028845
ILMN_1671010,ILMN_1671010,-0.474665822,0.136438842,-3.478964009,0.000503356,1.65E-05,0.000503356,0.00157131,0.622092912,0.476122055,0.812815929
ILMN_1843242,ILMN_1843242,-0.353711398,0.1090634,-3.243172309,0.001182067,0.000318061,0.001182067,0.001572,0.702077559,0.566957047,0.869400781
ILMN_1770087,ILMN_1770087,0.352530628,0.111601813,3.158825282,0.001584064,0.002638662,0.001584064,0.001575875,1.422663228,1.143158556,1.770507381
ILMN_1795461,ILMN_1795461,0.452134758,0.145266438,3.112451596,0.001855404,0.005464788,0.001855404,0.001578022,1.571663728,1.18224807,2.089347351
ILMN_1807925,ILMN_1807925,0.421799472,0.134683152,3.131790902,0.001737436,0.007184399,0.001737436,0.001580375,1.524702748,1.170961661,1.985307075
ILMN_1821270,ILMN_1821270,0.507932062,0.160091583,3.172759326,0.001509976,0.002857351,0.001509976,0.001586746,1.661851034,1.214288521,2.274376158
ILMN_1881757,ILMN_1881757,-0.368837202,0.111264161,-3.314968609,0.000916534,0.000266183,0.000916534,0.001587972,0.691537982,0.556042277,0.860051117
ILMN_1833458,ILMN_1833458,-0.327276976,0.10228496,-3.19965884,0.001375903,0.001163307,0.001375903,0.001588697,0.720884048,0.589929752,0.880907953
ILMN_1669605,ILMN_1669605,0.316397566,0.100844346,3.137484427,0.001704043,0.005068938,0.001704043,0.00158879,1.372175677,1.126084171,1.672047381
ILMN_1732467,ILMN_1732467,0.339976177,0.108175921,3.142808255,0.001673354,0.002157116,0.001673354,0.001593082,1.404914121,1.136502164,1.736717933
ILMN_1800796,ILMN_1800796,0.323770011,0.101109094,3.202184876,0.001363894,0.001503799,0.001363894,0.001606434,1.38232935,1.133828352,1.685294277
ILMN_1672797,ILMN_1672797,0.34523387,0.109744787,3.145788344,0.001656398,0.002844828,0.001656398,0.001613423,1.412320181,1.138985599,1.751249791
ILMN_1803881,ILMN_1803881,0.317208459,0.100619491,3.152554803,0.001618484,0.001712856,0.001618484,0.001614128,1.373288817,1.127494462,1.672666463
ILMN_1849013,ILMN_1849013,0.409976609,0.129975559,3.154259242,0.001609061,0.002016637,0.001609061,0.001615909,1.50678254,1.167925612,1.943953963
ILMN_1806681,ILMN_1806681,0.301210612,0.095253122,3.162212483,0.001565753,0.004434012,0.001565753,0.001615915,1.351493952,1.121332739,1.628897329
ILMN_1787100,ILMN_1787100,-0.363707421,0.114844344,-3.16695981,0.001540416,0.000542532,0.001540416,0.001617285,0.695094535,0.554993877,0.8705617
ILMN_1706592,ILMN_1706592,0.379820936,0.120512092,3.151724692,0.001623092,0.001620215,0.001623092,0.001618332,1.46202277,1.154447155,1.851544759
ILMN_1785252,ILMN_1785252,0.303819617,0.096361598,3.152911766,0.001616507,0.001404884,0.001616507,0.001619403,1.355024611,1.121822231,1.636704681
ILMN_1673329,ILMN_1673329,-0.341882182,0.109149892,-3.132226494,0.00173486,0.001337548,0.00173486,0.001619715,0.710431901,0.573606282,0.879895326
ILMN_1848328,ILMN_1848328,-0.332260182,0.105507709,-3.1491555,0.00163743,0.001539354,0.00163743,0.001620746,0.71730067,0.583301256,0.882083221
ILMN_1759901,ILMN_1759901,0.327784028,0.101665523,3.224141456,0.00126351,0.000879953,0.00126351,0.001621678,1.387889195,1.137147876,1.693919022
ILMN_1683239,ILMN_1683239,0.343069752,0.108328722,3.166932509,0.001540561,0.001775021,0.001540561,0.001622037,1.409267058,1.139682093,1.742620729
ILMN_1695382,ILMN_1695382,0.343060476,0.108072522,3.174354321,0.001501703,0.001720253,0.001501703,0.001623137,1.409253985,1.140243944,1.741729745
ILMN_1917098,ILMN_1917098,-0.393976467,0.11741985,-3.355279932,0.000792847,6.55E-05,0.000792847,0.001626467,0.674369926,0.535735267,0.848879708
ILMN_1898090,ILMN_1898090,0.3645623,0.115860766,3.146555241,0.001652061,0.001697903,0.001652061,0.001632273,1.439883633,1.147378037,1.806958831
ILMN_1737435,ILMN_1737435,0.604292385,0.186784536,3.235237762,0.001215415,0.00303468,0.001215415,0.001636883,1.829956846,1.268964763,2.638955907
ILMN_1768534,ILMN_1768534,0.416286464,0.131731371,3.160116375,0.001577061,0.001186889,0.001577061,0.001639996,1.516320178,1.171280647,1.963002536
ILMN_1847195,ILMN_1847195,0.357958313,0.113955216,3.141219203,0.001682461,0.001451399,0.001682461,0.001641404,1.43040599,1.144090724,1.788373293
ILMN_1901555,ILMN_1901555,-0.30210446,0.096873089,-3.118559165,0.001817376,0.000459119,0.001817376,0.001673459,0.739260838,0.611419347,0.893832667
ILMN_1784083,ILMN_1784083,0.467816481,0.14932432,3.132888733,0.00173095,0.004287543,0.00173095,0.001673789,1.596504386,1.191420379,2.139317324
ILMN_1676998,ILMN_1676998,0.355109583,0.112729535,3.150102453,0.001632132,0.00625483,0.001632132,0.0016777,1.426336949,1.143580072,1.77900712
ILMN_1805415,ILMN_1805415,0.236772499,0.075521828,3.135153163,0.001717644,0.00396485,0.001717644,0.001682619,1.267152806,1.092810082,1.4693095
ILMN_1875947,ILMN_1875947,-0.361304081,0.11444395,-3.1570396,0.001593797,0.000954956,0.001593797,0.001685481,0.696767092,0.556766075,0.871971916
ILMN_1905027,ILMN_1905027,-0.374697474,0.118111173,-3.172413455,0.001511776,0.001647504,0.001511776,0.001690096,0.687497233,0.545424374,0.866577417
ILMN_1866221,ILMN_1866221,0.334451842,0.106022462,3.154537595,0.001607527,0.003228241,0.001607527,0.001692118,1.397174304,1.135021547,1.71987575
ILMN_1870761,ILMN_1870761,0.344275833,0.109660979,3.139456126,0.001692618,0.001570322,0.001692618,0.00169245,1.410967773,1.138081856,1.749285472
ILMN_1730487,ILMN_1730487,0.296037572,0.09549584,3.100004894,0.001935174,0.00358183,0.001935174,0.001693461,1.344520672,1.115016457,1.621263817
ILMN_1693227,ILMN_1693227,0.325059718,0.100132566,3.246293688,0.001169182,0.000846944,0.001169182,0.001695067,1.3841133,1.137466584,1.684242557
ILMN_1717056,ILMN_1717056,0.307528032,0.098656218,3.117168268,0.001825973,0.002763955,0.001825973,0.001695703,1.360058933,1.12093751,1.650190384
ILMN_1736103,ILMN_1736103,0.311449158,0.099507161,3.129917041,0.001748557,0.00236359,0.001748557,0.001699403,1.365402365,1.123466177,1.659439027
ILMN_1788631,ILMN_1788631,0.391801596,0.124960714,3.135398197,0.00171621,0.001565099,0.00171621,0.00170168,1.479644115,1.158218557,1.890270791
ILMN_1742034,ILMN_1742034,0.438798355,0.145239474,3.021205901,0.002517701,0.008501127,0.002517701,0.001701708,1.550842536,1.166647461,2.061559
ILMN_1695947,ILMN_1695947,0.492362976,0.156446064,3.147173932,0.001648569,0.003911095,0.001648569,0.001717225,1.636177905,1.204102317,2.223297886
ILMN_1811114,ILMN_1811114,0.325460334,0.104981562,3.100166617,0.001934118,0.005781921,0.001934118,0.001727,1.384667909,1.127158939,1.701006976
ILMN_1721560,ILMN_1721560,-0.336904291,0.108020596,-3.118889379,0.001815341,0.00229218,0.001815341,0.001729374,0.713977171,0.577746106,0.882331174
ILMN_1687546,ILMN_1687546,0.337873493,0.107749756,3.135723972,0.001714305,0.000864813,0.001714305,0.001730529,1.401963135,1.135062655,1.731623027
ILMN_1717781,ILMN_1717781,-0.309564799,0.09918742,-3.121008695,0.001802327,0.001628186,0.001802327,0.0017308,0.733766222,0.60412837,0.89122262
ILMN_1708421,ILMN_1708421,-0.317130797,0.100864723,-3.144120041,0.001665871,0.001500842,0.001665871,0.001732866,0.728235498,0.597606946,0.88741763
ILMN_1716465,ILMN_1716465,0.309746678,0.099404747,3.116014964,0.00183313,0.005572098,0.00183313,0.001733187,1.363079772,1.121780275,1.656283772
ILMN_1717099,ILMN_1717099,0.376671615,0.119217101,3.159543487,0.001580165,0.000735742,0.001580165,0.001736029,1.457425634,1.15374179,1.841044068
ILMN_1874917,ILMN_1874917,-0.351134454,0.109246917,-3.214136034,0.001308377,0.00039204,0.001308377,0.001743035,0.703889107,0.568215531,0.871957644
ILMN_1914726,ILMN_1914726,0.32549386,0.104088097,3.127099741,0.0017654,0.002183158,0.0017654,0.001743742,1.384714333,1.12917236,1.698087777
ILMN_1917290,ILMN_1917290,0.349638072,0.112108027,3.118760377,0.001816136,0.002589481,0.001816136,0.001744839,1.418554041,1.138726323,1.767145914
ILMN_1687990,ILMN_1687990,-0.340647336,0.108519473,-3.139043413,0.001695003,0.001231945,0.001695003,0.00175795,0.711309717,0.575025096,0.879894665
ILMN_1807759,ILMN_1807759,0.319603697,0.100442957,3.18194232,0.001462909,0.002098587,0.001462909,0.001762173,1.376582113,1.130589432,1.67609767
ILMN_1763626,ILMN_1763626,-0.392343504,0.126866882,-3.092560471,0.001984378,0.000167697,0.001984378,0.001772678,0.675472047,0.526766437,0.866157094
ILMN_1787922,ILMN_1787922,0.386413354,0.113567278,3.402506088,0.000667709,6.48E-05,0.000667709,0.001784051,1.471692875,1.178008829,1.838593962
ILMN_1712112,ILMN_1712112,0.346587243,0.110398827,3.139410561,0.001692881,0.002088376,0.001692881,0.001784676,1.41423287,1.139067014,1.75587089
ILMN_1780058,ILMN_1780058,0.323799593,0.103639305,3.124293354,0.001782327,0.002185663,0.001782327,0.001789712,1.382370243,1.128252852,1.69372272
ILMN_1729319,ILMN_1729319,0.333444694,0.101345412,3.290180451,0.001001232,0.000822038,0.001001232,0.001793023,1.39576785,1.144320872,1.70246645
ILMN_1747622,ILMN_1747622,0.358578719,0.11380342,3.150860649,0.001627901,0.003510829,0.001627901,0.001797097,1.431293698,1.14514139,1.788950839
ILMN_1735461,ILMN_1735461,0.335323834,0.107027478,3.133063037,0.001729923,0.001395323,0.001729923,0.001799326,1.39839316,1.133776202,1.72477022
ILMN_1889873,ILMN_1889873,0.350541403,0.110315192,3.177634899,0.001484816,0.003516078,0.001484816,0.001800255,1.419836043,1.143767457,1.762538686
ILMN_1696055,ILMN_1696055,0.369685584,0.11816139,3.128649584,0.001756116,0.001853532,0.001756116,0.001800607,1.447279495,1.148082908,1.824448323
ILMN_1752312,ILMN_1752312,-0.40017549,0.12551169,-3.188352338,0.001430861,0.000844811,0.001430861,0.001811166,0.670202422,0.524047011,0.857120213
ILMN_1859159,ILMN_1859159,-0.322520966,0.103100398,-3.128222327,0.001758671,0.001289329,0.001758671,0.00181417,0.724320745,0.591795565,0.886523274
ILMN_1895461,ILMN_1895461,-0.411307272,0.132122792,-3.113068285,0.001851532,0.001438031,0.001851532,0.001816199,0.662783246,0.511573921,0.85868652
ILMN_1797009,ILMN_1797009,0.344574882,0.111954837,3.077802542,0.00208533,0.004577648,0.00208533,0.00182625,1.411389785,1.133315529,1.75769331
ILMN_1676893,ILMN_1676893,0.376142913,0.116003884,3.242502762,0.001184848,0.000155308,0.001184848,0.001827511,1.456655293,1.160417065,1.828518994
ILMN_1678906,ILMN_1678906,-0.391738371,0.132209334,-2.963016002,0.003046407,0.000107388,0.003046407,0.001830961,0.675880921,0.521594974,0.875804104
ILMN_1866063,ILMN_1866063,-0.320265702,0.102987463,-3.109754275,0.00187243,0.002353306,0.00187243,0.001831334,0.725956123,0.59326303,0.888328222
ILMN_1801048,ILMN_1801048,-0.374165307,0.119750826,-3.124532147,0.001780881,0.001748753,0.001780881,0.001834622,0.687863194,0.543963781,0.869829555
ILMN_1898859,ILMN_1898859,-0.372021659,0.120061908,-3.098581919,0.001944492,0.001673286,0.001944492,0.001843376,0.689339312,0.544798828,0.872227807
ILMN_1764788,ILMN_1764788,0.336728394,0.107759295,3.124819944,0.001779139,0.001872335,0.001779139,0.001844694,1.400358667,1.133742443,1.72967362
ILMN_1916373,ILMN_1916373,-0.302658417,0.096628937,-3.132171645,0.001735184,0.001822786,0.001735184,0.001849386,0.738851432,0.611373231,0.892910274
ILMN_1901934,ILMN_1901934,-0.318736773,0.103297807,-3.085610256,0.002031349,0.001643442,0.002031349,0.001851414,0.727066908,0.593809478,0.890228781
ILMN_1828967,ILMN_1828967,-0.34549648,0.111468262,-3.099505402,0.00193844,0.001507966,0.00193844,0.001853967,0.707868823,0.568945712,0.880713679
ILMN_1771182,ILMN_1771182,0.310104756,0.099138923,3.127981899,0.00176011,0.000964589,0.00176011,0.001860748,1.363567949,1.122766847,1.656013941
ILMN_1735548,ILMN_1735548,0.339793201,0.108256135,3.138789321,0.001696474,0.002287408,0.001696474,0.001860942,1.404657078,1.136115599,1.736673196
ILMN_1883239,ILMN_1883239,-0.454944668,0.135607447,-3.354864934,0.000794037,2.67E-05,0.000794037,0.001861167,0.634483074,0.486396872,0.827654935
ILMN_1775100,ILMN_1775100,-0.392422961,0.119745105,-3.277152411,0.001048598,0.000180622,0.001048598,0.001861517,0.675418378,0.534128381,0.854083028
ILMN_1808590,ILMN_1808590,0.320265536,0.103011072,3.10903993,0.001876963,0.003047259,0.001876963,0.001862384,1.37749349,1.125657765,1.685670702
ILMN_1812559,ILMN_1812559,0.3390452,0.108542325,3.123622065,0.001786398,0.001583695,0.001786398,0.001865177,1.403606787,1.134629485,1.73634833
ILMN_1880341,ILMN_1880341,0.353328094,0.112534755,3.139724194,0.00169107,0.002205675,0.00169107,0.001865617,1.423798207,1.14198049,1.775162844
ILMN_1690705,ILMN_1690705,0.35200139,0.112129921,3.139228021,0.001693936,0.001641289,0.001693936,0.001866454,1.4219105,1.141371698,1.771403192
ILMN_1819733,ILMN_1819733,-0.391136009,0.125808425,-3.108981057,0.001877338,0.001172652,0.001877338,0.001867657,0.676288168,0.528498141,0.865406424
ILMN_1772946,ILMN_1772946,0.360655908,0.116152878,3.10501053,0.001902723,0.001843878,0.001902723,0.001871845,1.434269855,1.142250514,1.800944708
ILMN_1665603,ILMN_1665603,0.310655796,0.100325417,3.096481477,0.001958321,0.001995809,0.001958321,0.001875535,1.364319536,1.120776324,1.660784365
ILMN_1700182,ILMN_1700182,-0.290717271,0.09451954,-3.075737253,0.002099828,0.004396544,0.002099828,0.001881585,0.747727052,0.621280775,0.89990833
ILMN_1675949,ILMN_1675949,0.385653021,0.125321458,3.077310353,0.002088777,0.003815548,0.002088777,0.001894987,1.470574324,1.150305405,1.880012763
ILMN_1780842,ILMN_1780842,0.321204963,0.103498688,3.103468928,0.001912663,0.001740318,0.001912663,0.001896515,1.378788153,1.125639436,1.688868308
ILMN_1883879,ILMN_1883879,-0.304377025,0.0973876,-3.125418681,0.001775522,0.001295706,0.001775522,0.001898824,0.737582727,0.609416575,0.89270345
ILMN_1781077,ILMN_1781077,0.303214685,0.098557228,3.076534232,0.002094223,0.003307952,0.002094223,0.001902529,1.354205161,1.116329497,1.642769115
ILMN_1824196,ILMN_1824196,-0.303865261,0.098847716,-3.074074689,0.002111566,0.000683438,0.002111566,0.001903078,0.737960292,0.607986121,0.895720104
ILMN_1840273,ILMN_1840273,-0.379823199,0.12039147,-3.154901244,0.001605524,0.000667369,0.001605524,0.001915027,0.683982327,0.54021604,0.866008761
ILMN_1893210,ILMN_1893210,-0.340888356,0.109856264,-3.103039752,0.001915439,0.001469534,0.001915439,0.001915106,0.711138298,0.573382252,0.881990465
ILMN_1741917,ILMN_1741917,0.286798487,0.09297348,3.084734335,0.00203734,0.00704512,0.00203734,0.001917412,1.332155739,1.110237342,1.598432017
ILMN_1729948,ILMN_1729948,-0.336852331,0.108759091,-3.097233792,0.001953358,0.001305915,0.001953358,0.001918715,0.71401427,0.576940445,0.883655118
ILMN_1676580,ILMN_1676580,0.251669269,0.081070698,3.104318536,0.001907179,0.006545359,0.001907179,0.001919434,1.286170591,1.097213322,1.507669252
ILMN_1717206,ILMN_1717206,0.357726861,0.115734242,3.090933637,0.001995282,0.002311039,0.001995282,0.001933506,1.430074958,1.139844575,1.794204605
ILMN_1686405,ILMN_1686405,0.336972466,0.109058595,3.089829522,0.002002714,0.001481992,0.002002714,0.001938171,1.400700497,1.131134994,1.73450728
ILMN_1671331,ILMN_1671331,-0.300875621,0.096326771,-3.123489135,0.001787205,0.001475763,0.001787205,0.001938538,0.740169828,0.612826987,0.89397397
ILMN_1846502,ILMN_1846502,-0.340196539,0.108272302,-3.142045852,0.001677718,0.001296699,0.001677718,0.001939399,0.711630446,0.575563135,0.879865059
ILMN_1809402,ILMN_1809402,0.331614381,0.107145888,3.094980002,0.001968262,0.001297042,0.001968262,0.001941363,1.393215495,1.12931618,1.718782968
ILMN_1786598,ILMN_1786598,0.427563233,0.139345838,3.068360262,0.00215237,0.008010667,0.00215237,0.001947452,1.533516146,1.167016403,2.015114581
ILMN_1766422,ILMN_1766422,0.367524397,0.118805672,3.093492008,0.001978159,0.00281207,0.001978159,0.00195029,1.444155031,1.144158645,1.822809944
ILMN_1728374,ILMN_1728374,-0.529154276,0.147136348,-3.596353197,0.00032271,9.28E-06,0.00032271,0.001950576,0.589102978,0.44151812,0.786020557
